NACA 0021 
NONE          0.21     0.0
0       10000.    1.0       -1.0 
0       20000.    1.0       -1.0 
0       40000.    3.0       -3.0 
0       80000.    4.0       -4.0 
0      160000.    5.0       -5.0 
0      360000.    5.0       -5.0 
0      700000.    6.0       -6.0
0     1000000.    6.0       -6.0 
0     2000000.    6.0       -6.0 
0     5000000.    6.0       -6.0 
1     8000000.   10.0      -10.0
    10000. NACA 0021 SECTION (EPPLER)  JAN 79
0     0.00    0.0000    0.0413
0     1.00   -0.0320    0.0414
0     2.00   -0.0631    0.0420
0     3.00   -0.0854    0.0429
0     4.00   -0.0995    0.0441
0     5.00   -0.1156    0.0459
0     6.00   -0.1240    0.0480
0     7.00   -0.1400    0.0507
0     8.00   -0.1475    0.0538
0     9.00   -0.1581    0.0575
0    10.00   -0.1581    0.0750
0    12.00   -0.1276    0.1230
0    14.00   -0.0658    0.1580
0    16.00    0.0123    0.1960
0    18.00    0.1035    0.2380
0    20.00    0.2006    0.2820
0    22.00    0.3002    0.3290
0    25.00    0.4539    0.4050
0    30.00    0.8550    0.5700
0    35.00    0.9800    0.7450
0    40.00    1.0350    0.9200
0    45.00    1.0500    1.0750
0    50.00    1.0200    1.2150
0    55.00    0.9550    1.3450
0    60.00    0.8750    1.4700
0    65.00    0.7600    1.5750
0    70.00    0.6300    1.6650
0    75.00    0.5000    1.7350
0    80.00    0.3650    1.7800
0    85.00    0.2300    1.8000
0    90.00    0.0900    1.8000
0    95.00   -0.0500    1.7800
0   100.00   -0.1850    1.7500
0   105.00   -0.3200    1.7000
0   110.00   -0.4500    1.6350
0   115.00   -0.5750    1.5550
0   120.00   -0.6700    1.4650
0   125.00   -0.7600    1.3500
0   130.00   -0.8500    1.2250
0   135.00   -0.9300    1.0850
0   140.00   -0.9800    0.9250
0   145.00   -0.9000    0.7550
0   150.00   -0.7700    0.5750
0   155.00   -0.6700    0.4200
0   160.00   -0.6350    0.3200
0   165.00   -0.6800    0.2300
0   170.00   -0.8500    0.1400
0   175.00   -0.6600    0.0550
1   180.00    0.0000    0.0250
    20000. NACA 0021 SECTION (EPPLER)  JAN 79
0     0.00    0.0000    0.0309
0     1.00    0.0243    0.0310
0     2.00    0.0393    0.0314
0     3.00    0.0472    0.0321
0     4.00    0.0619    0.0332
0     5.00    0.0505    0.0345
0     6.00    0.0475    0.0362
0     7.00    0.0266    0.0382
0     8.00    0.0120    0.0407
0     9.00   -0.0190    0.0435
0    10.00   -0.0506    0.0700
0    12.00   -0.0713    0.1230
0    14.00   -0.0362    0.1580
0    16.00    0.0331    0.1960
0    18.00    0.1180    0.2380
0    20.00    0.2124    0.2820
0    22.00    0.3103    0.3290
0    25.00    0.4618    0.4050
0    30.00    0.8550    0.5700
0    35.00    0.9800    0.7450
0    40.00    1.0350    0.9200
