#   r/R          	   c/R          	   beta (deg)   	   airfoil      	
   3.7037037e-02	   4.0275862e-02	   2.4679094e+01	   1.0000000e+00	
   3.8906097e-02	   4.0275862e-02	   2.4679094e+01	   1.0000000e+00	
   4.5039755e-02	   4.0275862e-02	   2.4679094e+01	   1.0000000e+00	
   5.4573061e-02	   4.0275862e-02	   2.4679094e+01	   1.0000000e+00	
   6.7708341e-02	   4.0275862e-02	   2.4679094e+01	   1.0000000e+00	
   8.4343615e-02	   4.1517660e-02	   2.4679094e+01	   1.0000000e+00	
   1.0590378e-01	   5.0354298e-02	   2.4679094e+01	   1.0000000e+00	
   1.2934848e-01	   5.9556211e-02	   2.2213797e+01	   2.0000000e+00	
   1.5581461e-01	   6.9349381e-02	   1.8742330e+01	   2.0000000e+00	
   1.8509670e-01	   7.7156774e-02	   1.5712180e+01	   2.0000000e+00	
   2.1933652e-01	   8.1141374e-02	   1.2755113e+01	   2.0000000e+00	
   2.5370567e-01	   7.5411323e-02	   9.7945317e+00	   3.0000000e+00	
   2.9013076e-01	   6.1948749e-02	   7.0545349e+00	   3.0000000e+00	
   3.2832902e-01	   5.2099253e-02	   4.8460366e+00	   3.0000000e+00	
   3.7088620e-01	   4.5377114e-02	   3.2048730e+00	   3.0000000e+00	
   4.1180104e-01	   4.1719690e-02	   2.3447931e+00	   4.0000000e+00	
   4.5354440e-01	   3.9755114e-02	   2.0434586e+00	   4.0000000e+00	
   4.9579222e-01	   3.8601804e-02	   2.0834520e+00	   5.0000000e+00	
   5.4124482e-01	   3.7283598e-02	   2.1192952e+00	   5.0000000e+00	
   5.8349263e-01	   3.5645757e-02	   1.9811696e+00	   5.0000000e+00	
   6.2523600e-01	   3.3800317e-02	   1.7072662e+00	   5.0000000e+00	
   6.6615083e-01	   3.2089999e-02	   1.3911754e+00	   5.0000000e+00	
   7.0870802e-01	   3.0769883e-02	   1.1082371e+00	   6.0000000e+00	
   7.4690627e-01	   3.0196154e-02	   9.5669359e-01	   6.0000000e+00	
   7.8333137e-01	   3.0160985e-02	   9.2219823e-01	   6.0000000e+00	
   8.1770052e-01	   3.0225049e-02	   9.5365777e-01	   6.0000000e+00	
   8.5194034e-01	   2.9603993e-02	   9.4360304e-01	   7.0000000e+00	
   8.8122243e-01	   2.8060468e-02	   8.5522088e-01	   7.0000000e+00	
   9.0768856e-01	   2.5762932e-02	   7.5888595e-01	   7.0000000e+00	
   9.3113326e-01	   2.2703371e-02	   7.1573014e-01	   7.0000000e+00	
   9.5269342e-01	   1.8496884e-02	   7.7150690e-01	   7.0000000e+00	
   9.6932870e-01	   1.3869442e-02	   9.2774375e-01	   7.0000000e+00	
   9.8246398e-01	   9.0491819e-03	   1.1607006e+00	   7.0000000e+00	
   9.9199728e-01	   4.5978354e-03	   1.4787310e+00	   7.0000000e+00	
   9.9813094e-01	   1.1657975e-03	   1.8945969e+00	   7.0000000e+00	
   1.0000000e+00	   0.0000000e-00	   2.2773693e+00	   7.0000000e+00	
