%eval_id             Ut            nti            iut             Cp CostFunc_MaxCP 
       1              2             16              0     0.09752095    -0.09752095 
       2            2.5             16              0      0.1868504     -0.1868504 
       3              3             16              0      0.2996178     -0.2996178 
       4            3.5             16              0      0.3673699     -0.3673699 
       5              4             16              0      0.4183855     -0.4183855 
       6            4.5             16              0      0.4504832     -0.4504832 
       7              5             16              0      0.4760848     -0.4760848 
       8            5.5             16              0      0.4938385     -0.4938385 
       9              6             16              0      0.5131645     -0.5131645 
      10            6.5             16              0      0.5157003     -0.5157003 
      11              7             16              0      0.5107957     -0.5107957 
      12            7.5             16              0      0.5040709     -0.5040709 
      13              8             16              0       0.486893      -0.486893 
      14            8.5             16              0      0.4607304     -0.4607304 
      15              9             16              0      0.4259402     -0.4259402 
      16            9.5             16              0      0.3863714     -0.3863714 
      17             10             16              0      0.3379339     -0.3379339 
